93,"minecraft:unpowered_repeater"
94,"minecraft:powered_repeater"
95,"minecraft:stained_glass"
96,"minecraft:trapdoor"
97,"minecraft:monster_egg"
98,"minecraft:stonebrick"
99,"minecraft:brown_mushroom_block"
100,"minecraft:red_mushroom_block"
101,"minecraft:iron_bars"
102,"minecraft:glass_pane"
103,"minecraft:melon_block"
104,"minecraft:pumpkin_stem"
105,"minecraft:melon_stem"
106,"minecraft:vine"
107,"minecraft:fence_gate"
108,"minecraft:brick_stairs"
109,"minecraft:stone_brick_stairs"
110,"minecraft:mycelium"
111,"minecraft:waterlily"
112,"minecraft:nether_brick"
113,"minecraft:nether_brick_fence"
114,"minecraft:nether_brick_stairs"
115,"minecraft:nether_wart"
116,"minecraft:enchanting_table"
117,"minecraft:brewing_stand"
118,"minecraft:cauldron"
119,"minecraft:end_portal"
120,"minecraft:end_portal_frame"
121,"minecraft:end_stone"
122,"minecraft:dragon_egg"
123,"minecraft:redstone_lamp"
124,"minecraft:lit_redstone_lamp"
125,"minecraft:double_wooden_slab"
126,"minecraft:wooden_slab"
127,"minecraft:cocoa"
128,"minecraft:sandstone_stairs"
129,"minecraft:emerald_ore"
130,"minecraft:ender_chest"
131,"minecraft:tripwire_hook"
132,"minecraft:tripwire"
133,"minecraft:emerald_block"
134,"minecraft:spruce_stairs"
135,"minecraft:birch_stairs"
136,"minecraft:jungle_stairs"
137,"minecraft:command_block"
138,"minecraft:beacon"
139,"minecraft:cobblestone_wall"
140,"minecraft:flower_pot"
141,"minecraft:carrots"
142,"minecraft:potatoes"
143,"minecraft:wooden_button"
144,"minecraft:skull"
145,"minecraft:anvil"
146,"minecraft:trapped_chest"
147,"minecraft:light_weighted_pressure_plate"
148,"minecraft:heavy_weighted_pressure_plate"
149,"minecraft:unpowered_comparator"
150,"minecraft:powered_comparator"
151,"minecraft:daylight_detector"
152,"minecraft:redstone_block"
153,"minecraft:quartz_ore"
154,"minecraft:hopper"
155,"minecraft:quartz_block"
156,"minecraft:quartz_stairs"
157,"minecraft:activator_rail"
158,"minecraft:dropper"
159,"minecraft:stained_hardened_clay"
160,"minecraft:stained_glass_pane"
161,"minecraft:leaves2"
162,"minecraft:log2"
163,"minecraft:acacia_stairs"
164,"minecraft:dark_oak_stairs"
165,"minecraft:slime"
166,"minecraft:barrier"
167,"minecraft:iron_trapdoor"
168,"minecraft:prismarine"
169,"minecraft:sea_lantern"
170,"minecraft:hay_block"
171,"minecraft:carpet"
172,"minecraft:hardened_clay"
173,"minecraft:coal_block"
174,"minecraft:packed_ice"
175,"minecraft:double_plant"
176,"minecraft:standing_banner"
177,"minecraft:wall_banner"
178,"minecraft:daylight_detector_inverted"
179,"minecraft:red_sandstone"
180,"minecraft:red_sandstone_stairs"
181,"minecraft:double_stone_slab2"
182,"minecraft:stone_slab2"
183,"minecraft:spruce_fence_gate"
184,"minecraft:birch_fence_gate"
185,"minecraft:jungle_fence_gate"
186,"minecraft:dark_oak_fence_gate"
187,"minecraft:acacia_fence_gate"
188,"minecraft:spruce_fence"
189,"minecraft:birch_fence"
190,"minecraft:jungle_fence"
191,"minecraft:dark_oak_fence"
192,"minecraft:acacia_fence"
193,"minecraft:spruce_door"
194,"minecraft:birch_door"
195,"minecraft:jungle_door"
196,"minecraft:acacia_door"
197,"minecraft:dark_oak_door"
198,"minecraft:end_rod"
199,"minecraft:chorus_plant"
200,"minecraft:chorus_flower"
201,"minecraft:purpur_block"
202,"minecraft:purpur_pillar"
203,"minecraft:purpur_stairs"
204,"minecraft:purpur_double_slab"
205,"minecraft:purpur_slab"
206,"minecraft:end_bricks"
207,"minecraft:beetroots"
208,"minecraft:grass_path"
209,"minecraft:end_gateway"
210,"minecraft:repeating_command_block"
211,"minecraft:chain_command_block"
212,"minecraft:frosted_ice"
213,"minecraft:magma"
214,"minecraft:nether_wart_block"
215,"minecraft:red_nether_brick"
216,"minecraft:bone_block"
217,"minecraft:structure_void"
218,"minecraft:observer"
219,"minecraft:white_shulker_box"
220,"minecraft:orange_shulker_box"
221,"minecraft:magenta_shulker_box"
222,"minecraft:light_blue_shulker_box"
223,"minecraft:yellow_shulker_box"
224,"minecraft:lime_shulker_box"
225,"minecraft:pink_shulker_box"
226,"minecraft:gray_shulker_box"
227,"minecraft:silver_shulker_box"
228,"minecraft:cyan_shulker_box"
229,"minecraft:purple_shulker_box"
230,"minecraft:blue_shulker_box"
231,"minecraft:brown_shulker_box"
232,"minecraft:green_shulker_box"
233,"minecraft:red_shulker_box"
234,"minecraft:black_shulker_box"
235,"minecraft:white_glazed_terracotta"
236,"minecraft:orange_glazed_terracotta"
237,"minecraft:magenta_glazed_terracotta"
238,"minecraft:light_blue_glazed_terracotta"
239,"minecraft:yellow_glazed_terracotta"
240,"minecraft:lime_glazed_terracotta"
241,"minecraft:pink_glazed_terracotta"
242,"minecraft:gray_glazed_terracotta"
243,"minecraft:silver_glazed_terracotta"
244,"minecraft:cyan_glazed_terracotta"
245,"minecraft:purple_glazed_terracotta"
246,"minecraft:blue_glazed_terracotta"
247,"minecraft:brown_glazed_terracotta"
248,"minecraft:green_glazed_terracotta"
249,"minecraft:red_glazed_terracotta"
250,"minecraft:black_glazed_terracotta"
251,"minecraft:concrete"
252,"minecraft:concrete_powder"
253,"cyberware:blueprint_archive"
254,"cyberware:component_box"
255,"minecraft:structure_block"
256,"cyberware:surgery"
257,"cyberware:surgery_chamber"
258,"cyberware:charger"
259,"cyberware:engineering_table"
260,"cyberware:scanner"
261,"cyberware:beacon"
262,"cyberware:beacon_large"
263,"cyberware:radio_post"
264,"draconicevolution:draconium_ore"
265,"draconicevolution:draconium_block"
266,"draconicevolution:draconic_block"
267,"draconicevolution:infused_obsidian"
268,"draconicevolution:portal"
269,"draconicevolution:item_dislocation_inhibitor"
270,"draconicevolution:generator"
271,"draconicevolution:grinder"
272,"draconicevolution:particle_generator"
273,"draconicevolution:energy_infuser"
274,"draconicevolution:dislocator_receptacle"
275,"draconicevolution:dislocator_pedestal"
276,"draconicevolution:rain_sensor"
277,"draconicevolution:diss_enchanter"
278,"draconicevolution:potentiometer"
279,"draconicevolution:entity_detector"
280,"draconicevolution:energy_storage_core"
281,"draconicevolution:energy_pylon"
282,"draconicevolution:invis_e_core_block"
283,"draconicevolution:fusion_crafting_core"
284,"draconicevolution:crafting_injector"
285,"draconicevolution:celestial_manipulator"
286,"draconicevolution:energy_crystal"
287,"draconicevolution:flow_gate"
288,"draconicevolution:reactor_core"
289,"draconicevolution:reactor_component"
290,"draconicevolution:draconic_spawner"
291,"draconicevolution:draconium_chest"
292,"draconicevolution:chaos_crystal"
293,"draconicevolution:chaos_shard_atmos"
294,"draconicevolution:creative_rf_source"
295,"draconicevolution:placed_item"
296,"toughasnails:campfire"
297,"toughasnails:rain_collector"
298,"toughasnails:temperature_coil"
299,"toughasnails:purified_water"
300,"extracells:certustank"
301,"extracells:walrus"
302,"extracells:fluidcrafter"
303,"extracells:ecbaseblock"
304,"extracells:fluidfiller"
305,"extracells:hardmedrive"
306,"extracells:vibrantchamberfluid"
307,"geneticsreborn:cellanalyser"
308,"geneticsreborn:dnaextractor"
309,"geneticsreborn:dnadecrypter"
310,"geneticsreborn:plasmidinfuser"
311,"geneticsreborn:bloodpurifier"
312,"geneticsreborn:plasmidinjector"
313,"geneticsreborn:cloningmachine"
314,"geneticsreborn:antifieldblock"
315,"geneticsreborn:coalgenerator"
316,"geneticsreborn:incubator"
317,"geneticsreborn:advincubator"
318,"geneticsreborn:airdispersal"
319,"geneticsreborn:light_block"
320,"machinemod:machineassemblytable"
321,"machinemod:machineexpcollector"
322,"machinemod:steelblock"
323,"machinemod:machinegenerator"
324,"machinemod:machinebatterybank"
325,"machinemod:machineturbofurnace"
326,"machinemod:machineconduit"
327,"machinemod:machineasphalt"
328,"machinemod:machineasphaltslab"
329,"machinemod:machinebleakdirt"
330,"machinemod:expinfusedblock"
331,"machinemod:machinebleakcrystalinfusedsand"
332,"machinemod:machineinfusedcrystal"
333,"machinemod:machinebleakglass"
334,"machinemod:machinebleakcrystal"
335,"machinemod:machinebleakstone"
336,"machinemod:machinebleakoreiridonium"
337,"machinemod:machinebleakoremagentia"
338,"machinemod:machinebleakorelimoniteum"
339,"machinemod:machinebleakorecrimsonite"
340,"machinemod:machinebleakoreazurium"
341,"machinemod:machinebleakorecitronite"
342,"machinemod:machinebleakoreunobtanium"
343,"machinemod:machinecompressedasphalt"
344,"machinemod:machinecompressedasphaltslab"
345,"machinemod:machinecrudeoilstone"
346,"machinemod:machinecrate"
347,"machinemod:corn"
348,"machinemod:machinedrilledstone"
349,"machinemod:machinedrilledandesite"
350,"machinemod:machinedrilleddiorite"
351,"machinemod:machinedrilledgranite"
352,"machinemod:machineexplosivepackeddrilledstone"
353,"machinemod:machineblastedstone"
354,"machinemod:machineblastedgranite"
355,"machinemod:machineblasteddiorite"
356,"machinemod:machineblastedandesite"
357,"machinemod:machineblastedgold"
358,"machinemod:machineblastediron"
359,"machinemod:machineblastedcoal"
360,"machinemod:machineblastedlapis"
361,"machinemod:machineblasteddiamond"
362,"machinemod:machineblastedredstone"
363,"machinemod:machineblastedemerald"
364,"machinemod:machineprimarycrusher"
365,"machinemod:machinecentrifuge"
366,"machinemod:machineconveyor"
367,"machinemod:machineconveyort2"
368,"machinemod:machinefeedtrough"
369,"machinemod:machineholoscanner"
370,"machinemod:machineshredder"
371,"machinemod:machinebleakportalframe"
372,"machinemod:machinebleakportal"
373,"machinemod:machinefractionaldistillation"
374,"machinemod:machineasphaltmixer"
375,"machinemod:machineliquidpipe"
376,"machinemod:machinescreen"
377,"machinemod:machinemowedgrass"
378,"machinemod:machinefuelpump"
379,"machinemod:machinetowercrane"
380,"machinemod:machinedistiller"
381,"machinemod:machinefactory"
382,"machinemod:machinefermenter"
383,"machinemod:machinewellhead"
384,"machinemod:machineoil"
385,"nuclearcraft:ore"
386,"nuclearcraft:ingot_block"
387,"nuclearcraft:fertile_isotope"
388,"nuclearcraft:supercold_ice"
389,"nuclearcraft:heavy_water_moderator"
390,"nuclearcraft:machine_interface"
391,"nuclearcraft:rtg_uranium"
392,"nuclearcraft:rtg_plutonium"
393,"nuclearcraft:rtg_americium"
394,"nuclearcraft:rtg_californium"
395,"nuclearcraft:solar_panel_basic"
396,"nuclearcraft:solar_panel_advanced"
397,"nuclearcraft:solar_panel_du"
398,"nuclearcraft:solar_panel_elite"
399,"nuclearcraft:decay_generator"
400,"nuclearcraft:bin"
401,"nuclearcraft:fission_casing"
402,"nuclearcraft:fission_glass"
403,"nuclearcraft:fission_conductor"
404,"nuclearcraft:fission_monitor"
405,"nuclearcraft:fission_reflector"
406,"nuclearcraft:fission_power_port"
407,"nuclearcraft:fission_vent"
408,"nuclearcraft:fission_irradiator"
409,"nuclearcraft:fission_source"
410,"nuclearcraft:fission_shield"
411,"nuclearcraft:fission_computer_port"
412,"nuclearcraft:fission_irradiator_port"
413,"nuclearcraft:fission_cell_port"
414,"nuclearcraft:fission_vessel_port"
415,"nuclearcraft:fission_heater_port"
416,"nuclearcraft:fission_heater_port2"
417,"nuclearcraft:fission_shield_manager"
418,"nuclearcraft:solid_fission_controller"
419,"nuclearcraft:solid_fission_cell"
420,"nuclearcraft:solid_fission_sink"
421,"nuclearcraft:solid_fission_sink2"
422,"nuclearcraft:salt_fission_controller"
423,"nuclearcraft:salt_fission_vessel"
424,"nuclearcraft:salt_fission_heater"
425,"nuclearcraft:salt_fission_heater2"
426,"nuclearcraft:heat_exchanger_controller"
427,"nuclearcraft:heat_exchanger_casing"
428,"nuclearcraft:heat_exchanger_glass"
429,"nuclearcraft:heat_exchanger_vent"
430,"nuclearcraft:heat_exchanger_tube_copper"
431,"nuclearcraft:heat_exchanger_tube_hard_carbon"
432,"nuclearcraft:heat_exchanger_tube_thermoconducting"
433,"nuclearcraft:heat_exchanger_computer_port"
434,"nuclearcraft:condenser_controller"
435,"nuclearcraft:condenser_tube_copper"
436,"nuclearcraft:condenser_tube_hard_carbon"
437,"nuclearcraft:condenser_tube_thermoconducting"
438,"nuclearcraft:turbine_controller"
439,"nuclearcraft:turbine_casing"
440,"nuclearcraft:turbine_glass"
441,"nuclearcraft:turbine_rotor_shaft"
442,"nuclearcraft:turbine_rotor_blade_steel"
443,"nuclearcraft:turbine_rotor_blade_extreme"
444,"nuclearcraft:turbine_rotor_blade_sic_sic_cmc"
445,"nuclearcraft:turbine_rotor_stator"
446,"nuclearcraft:turbine_rotor_bearing"
447,"nuclearcraft:turbine_dynamo_coil"
448,"nuclearcraft:turbine_coil_connector"
449,"nuclearcraft:turbine_inlet"
450,"nuclearcraft:turbine_outlet"
451,"nuclearcraft:turbine_computer_port"
452,"nuclearcraft:radiation_scrubber"
453,"nuclearcraft:geiger_block"
454,"nuclearcraft:glowing_mushroom"
455,"nuclearcraft:glowing_mushroom_block"
456,"nuclearcraft:wasteland_earth"
457,"nuclearcraft:wasteland_portal"
458,"nuclearcraft:tritium_lamp"
459,"nuclearcraft:solidified_corium"
460,"nuclearcraft:fluid_oxygen"
461,"nuclearcraft:fluid_hydrogen"
462,"nuclearcraft:fluid_deuterium"
463,"nuclearcraft:fluid_tritium"
464,"nuclearcraft:fluid_helium_3"
465,"nuclearcraft:fluid_helium"
466,"nuclearcraft:fluid_boron_10"
467,"nuclearcraft:fluid_boron_11"
468,"nuclearcraft:fluid_lithium_6"
469,"nuclearcraft:fluid_lithium_7"
470,"nuclearcraft:fluid_steel"
471,"nuclearcraft:fluid_ferroboron"
472,"nuclearcraft:fluid_tough"
473,"nuclearcraft:fluid_hard_carbon"
474,"nuclearcraft:fluid_coal"
475,"nuclearcraft:fluid_beryllium"
476,"nuclearcraft:fluid_zirconium"
477,"nuclearcraft:fluid_manganese_dioxide"
478,"nuclearcraft:fluid_sulfur"
479,"nuclearcraft:fluid_liquid_helium"
480,"nuclearcraft:fluid_liquid_nitrogen"
481,"nuclearcraft:fluid_heavy_water"
482,"nuclearcraft:fluid_ender"
483,"nuclearcraft:fluid_lead_platinum"
484,"nuclearcraft:fluid_enderium"
485,"nuclearcraft:fluid_cryotheum"
486,"nuclearcraft:fluid_plasma"
487,"nuclearcraft:fluid_ethanol"
488,"nuclearcraft:fluid_methanol"
489,"nuclearcraft:fluid_radaway"
490,"nuclearcraft:fluid_radaway_slow"
491,"nuclearcraft:fluid_redstone_ethanol"
492,"nuclearcraft:fluid_nitrogen"
493,"nuclearcraft:fluid_fluorine"
494,"nuclearcraft:fluid_carbon_dioxide"
495,"nuclearcraft:fluid_carbon_monoxide"
496,"nuclearcraft:fluid_ethene"
497,"nuclearcraft:fluid_fluoromethane"
498,"nuclearcraft:fluid_ammonia"
499,"nuclearcraft:fluid_oxygen_difluoride"
500,"nuclearcraft:fluid_diborane"
501,"nuclearcraft:fluid_sulfur_dioxide"
502,"nuclearcraft:fluid_sulfur_trioxide"
503,"nuclearcraft:fluid_hydrofluoric_acid"
504,"nuclearcraft:fluid_boric_acid"
505,"nuclearcraft:fluid_sulfuric_acid"
506,"nuclearcraft:fluid_boron_nitride_solution"
507,"nuclearcraft:fluid_fluorite_water"
508,"nuclearcraft:fluid_calcium_sulfate_solution"
509,"nuclearcraft:fluid_sodium_fluoride_solution"
510,"nuclearcraft:fluid_potassium_fluoride_solution"
511,"nuclearcraft:fluid_sodium_hydroxide_solution"
512,"nuclearcraft:fluid_potassium_hydroxide_solution"
513,"nuclearcraft:fluid_borax_solution"
514,"nuclearcraft:fluid_irradiated_borax_solution"
515,"nuclearcraft:fluid_corium"
516,"nuclearcraft:fluid_ice"
517,"nuclearcraft:fluid_slurry_ice"
518,"nuclearcraft:fluid_chocolate_liquor"
519,"nuclearcraft:fluid_cocoa_butter"
520,"nuclearcraft:fluid_unsweetened_chocolate"
521,"nuclearcraft:fluid_dark_chocolate"
522,"nuclearcraft:fluid_milk_chocolate"
523,"nuclearcraft:fluid_sugar"
524,"nuclearcraft:fluid_gelatin"
525,"nuclearcraft:fluid_hydrated_gelatin"
526,"nuclearcraft:fluid_marshmallow"
527,"nuclearcraft:fluid_milk"
528,"nuclearcraft:fluid_lif"
529,"nuclearcraft:fluid_bef2"
530,"nuclearcraft:fluid_flibe"
531,"nuclearcraft:fluid_naoh"
532,"nuclearcraft:fluid_koh"
533,"nuclearcraft:fluid_steam"
534,"nuclearcraft:fluid_high_pressure_steam"
535,"nuclearcraft:fluid_exhaust_steam"
536,"nuclearcraft:fluid_low_pressure_steam"
537,"nuclearcraft:fluid_low_quality_steam"
538,"nuclearcraft:fluid_preheated_water"
539,"nuclearcraft:fluid_condensate_water"
540,"nuclearcraft:fluid_sodium"
541,"nuclearcraft:fluid_potassium"
542,"nuclearcraft:fluid_nak"
543,"nuclearcraft:fluid_nak_hot"
544,"nuclearcraft:fluid_emergency_coolant"
545,"nuclearcraft:fluid_emergency_coolant_heated"
546,"nuclearcraft:fluid_arsenic"
547,"nuclearcraft:fluid_bas"
548,"nuclearcraft:fluid_sic_vapor"
549,"nuclearcraft:fluid_alugentum"
550,"nuclearcraft:fluid_alumina"
551,"nuclearcraft:fluid_strontium_90"
552,"nuclearcraft:fluid_molybdenum"
553,"nuclearcraft:fluid_ruthenium_106"
554,"nuclearcraft:fluid_caesium_137"
555,"nuclearcraft:fluid_promethium_147"
556,"nuclearcraft:fluid_europium_155"
557,"opencomputers:adapter"
558,"opencomputers:assembler"
559,"opencomputers:cable"
560,"opencomputers:capacitor"
561,"opencomputers:case1"
562,"opencomputers:case3"
563,"opencomputers:case2"
564,"opencomputers:chameliumblock"
565,"opencomputers:charger"
566,"opencomputers:disassembler"
567,"opencomputers:diskdrive"
568,"opencomputers:geolyzer"
569,"opencomputers:hologram1"
570,"opencomputers:hologram2"
571,"opencomputers:keyboard"
572,"opencomputers:motionsensor"
573,"opencomputers:powerconverter"
574,"opencomputers:powerdistributor"
575,"opencomputers:printer"
576,"opencomputers:raid"
577,"opencomputers:redstone"
578,"opencomputers:relay"
579,"opencomputers:screen1"
580,"opencomputers:screen3"
581,"opencomputers:screen2"
582,"opencomputers:rack"
583,"opencomputers:waypoint"
584,"opencomputers:casecreative"
585,"opencomputers:microcontroller"
586,"opencomputers:print"
587,"opencomputers:robotafterimage"
588,"opencomputers:robot"
589,"opencomputers:endstone"
590,"opencomputers:netsplitter"
591,"opencomputers:transposer"
592,"opencomputers:carpetedcapacitor"
593,"packagedauto:packager"
594,"packagedauto:encoder"
595,"packagedauto:unpackager"
596,"packagedauto:packager_extension"
597,"qmd:beamline"
598,"qmd:linear_accelerator_controller"
599,"qmd:ring_accelerator_controller"
600,"qmd:accelerator_beam"
601,"qmd:accelerator_casing"
602,"qmd:accelerator_computer_port"
603,"qmd:accelerator_port"
604,"qmd:accelerator_glass"
605,"qmd:accelerator_vent"
606,"qmd:accelerator_beam_port"
607,"qmd:accelerator_synchrotron_port"
608,"qmd:accelerator_cavity"
609,"qmd:accelerator_magnet"
610,"qmd:accelerator_yoke"
611,"qmd:accelerator_cooler1"
612,"qmd:accelerator_cooler2"
613,"qmd:accelerator_source"
614,"qmd:accelerator_energy_port"
615,"qmd:beam_diverter_controller"
616,"qmd:decelerator_controller"
617,"qmd:target_chamber_controller"
618,"qmd:decay_chamber_controller"
619,"qmd:beam_dump_controller"
620,"qmd:collision_chamber_controller"
621,"qmd:particle_chamber_beam"
622,"qmd:particle_chamber_casing"
623,"qmd:particle_chamber_glass"
624,"qmd:particle_chamber_beam_port"
625,"qmd:particle_chamber_detector"
626,"qmd:particle_chamber_energy_port"
627,"qmd:particle_chamber"
628,"qmd:particle_chamber_port"
629,"qmd:particle_chamber_fluid_port"
630,"qmd:ore_leacher"
631,"qmd:irradiator"
632,"qmd:atmosphere_collector"
633,"qmd:fission_reflector"
634,"qmd:fission_shield"
635,"qmd:rtg_strontium"
636,"qmd:discharge_lamp"
637,"qmd:neutral_containment_controller"
638,"qmd:containment_casing"
639,"qmd:containment_glass"
640,"qmd:containment_port"
641,"qmd:containment_beam_port"
642,"qmd:containment_vent"
643,"qmd:containment_energy_port"
644,"qmd:containment_coil"
645,"qmd:containment_laser"
646,"qmd:strontium_90_block"
647,"qmd:block_green_luminous_paint"
648,"qmd:block_blue_luminous_paint"
649,"qmd:block_orange_luminous_paint"
650,"qmd:creative_particle_source"
651,"qmd:turbine_blade_super_alloy"
652,"qmd:fluid_hydrochloric_acid"
653,"qmd:fluid_nitric_acid"
654,"qmd:fluid_sodium_chloride_solution"
655,"qmd:fluid_sodium_nitrate_solution"
656,"qmd:fluid_lead_nitrate_solution"
657,"qmd:fluid_sodium_tungstate_solution"
658,"qmd:fluid_lead_tungstate_solution"
659,"qmd:fluid_liquid_hydrogen"
660,"qmd:fluid_liquid_argon"
661,"qmd:fluid_liquid_neon"
662,"qmd:fluid_liquid_oxygen"
663,"qmd:fluid_argon"
664,"qmd:fluid_neon"
665,"qmd:fluid_chlorine"
666,"qmd:fluid_nitric_oxide"
667,"qmd:fluid_nitrogen_dioxide"
668,"qmd:fluid_compressed_air"
669,"qmd:fluid_silicon"
670,"qmd:fluid_yag"
671,"qmd:fluid_nd_yag"
672,"qmd:fluid_antihydrogen"
673,"qmd:fluid_antideuterium"
674,"qmd:fluid_antitritium"
675,"qmd:fluid_antihelium3"
676,"qmd:fluid_antihelium"
677,"qmd:fluid_positronium"
678,"qmd:fluid_muonium"
679,"qmd:fluid_tauonium"
680,"qmd:fluid_glueballs"
681,"reccomplex:generic_space"
682,"reccomplex:generic_solid"
683,"reccomplex:structure_generator"
684,"reccomplex:maze_generator"
685,"reccomplex:weighted_command_block"
686,"reccomplex:spawn_script"
687,"sereneseasons:greenhouse_glass"
688,"sereneseasons:season_sensor_spring"
689,"sereneseasons:season_sensor_summer"
690,"sereneseasons:season_sensor_autumn"
691,"sereneseasons:season_sensor_winter"
692,"trinity:fluid_witherite_water"
693,"trinity:fluid_nitric_oxide"
694,"trinity:fluid_nitrogen_dioxide"
695,"trinity:fluid_nitric_acid"
696,"trinity:fluid_barium_nitrate_solution"
697,"trinity:fluid_deuterium-tritium_mixture"
698,"trinity:light_container"
699,"trinity:medium_container"
700,"trinity:heavy_container"
701,"trinity:compression_charge"
702,"trinity:solid_baratol"
703,"trinity:dirty_bomb"
704,"trinity:fusion_bomb"
705,"trinity:empty_fusion_bomb"
706,"trinity:gold_bomb"
707,"trinity:core_u233"
708,"trinity:core_u235"
709,"trinity:core_np237"
710,"trinity:core_pu239"
711,"trinity:core_am242"
712,"trinity:core_cm247"
713,"trinity:core_bk248"
714,"trinity:core_cf249"
715,"trinity:core_cf251"
716,"trinity:salted_core_u233"
717,"trinity:salted_core_u235"
718,"trinity:salted_core_np237"
719,"trinity:salted_core_pu239"
720,"trinity:salted_core_am242"
721,"trinity:salted_core_cm247"
722,"trinity:salted_core_bk248"
723,"trinity:salted_core_cf249"
724,"trinity:salted_core_cf251"
725,"trinity:thermonuclear_core_pu239"
726,"trinity:bomb_u233"
727,"trinity:bomb_u235"
728,"trinity:bomb_np237"
729,"trinity:bomb_pu239"
730,"trinity:bomb_am242"
731,"trinity:bomb_cm247"
732,"trinity:bomb_bk248"
733,"trinity:bomb_cf249"
734,"trinity:bomb_cf251"
735,"trinity:salted_bomb_u233"
736,"trinity:salted_bomb_u235"
737,"trinity:salted_bomb_np237"
738,"trinity:salted_bomb_pu239"
739,"trinity:salted_bomb_am242"
740,"trinity:salted_bomb_cm247"
741,"trinity:salted_bomb_bk248"
742,"trinity:salted_bomb_cf249"
743,"trinity:salted_bomb_cf251"
744,"trinity:bomb_antimatter"
745,"trinity:salted_sand"
746,"trinity:salted_sand2"
747,"trinity:radioactive_earth"
748,"trinity:radioactive_earth2"
749,"trinity:trinitite"
750,"trinity:solid_trinitite"
751,"trinity:core_custom_1"
752,"trinity:core_custom_2"
753,"trinity:core_custom_3"
754,"trinity:core_custom_4"
755,"trinity:salted_core_custom_1"
756,"trinity:salted_core_custom_2"
757,"trinity:salted_core_custom_3"
758,"trinity:salted_core_custom_4"
759,"trinity:bomb_custom_1"
760,"trinity:bomb_custom_2"
761,"trinity:bomb_custom_3"
762,"trinity:bomb_custom_4"
763,"trinity:salted_bomb_custom_1"
764,"trinity:salted_bomb_custom_2"
765,"trinity:salted_bomb_custom_3"
766,"trinity:salted_bomb_custom_4"
767,"libvulpes:blockphantom"
768,"libvulpes:hatch"
769,"libvulpes:placeholder"
770,"libvulpes:structuremachine"
771,"libvulpes:advstructuremachine"
772,"libvulpes:creativepowerbattery"
773,"libvulpes:forgepowerinput"
774,"libvulpes:forgepoweroutput"
775,"libvulpes:coalgenerator"
776,"libvulpes:motor"
777,"libvulpes:advancedmotor"
778,"libvulpes:enhancedmotor"
779,"libvulpes:elitemotor"
780,"libvulpes:gtplug"
781,"libvulpes:ore0"
782,"libvulpes:metal0"
783,"libvulpes:coil0"
784,"advancedrocketry:concrete"
785,"advancedrocketry:blastbrick"
786,"advancedrocketry:structuretower"
787,"advancedrocketry:blocklens"
788,"advancedrocketry:solarpanel"
789,"advancedrocketry:solararraypanel"
790,"advancedrocketry:quartzcrucible"
791,"advancedrocketry:sawblade"
792,"advancedrocketry:platepress"
